Purchased Date,School Year Purchased,Agency Name,LEAID,Technology,Purchase Description,Total Cost,Notes,Comment
4/14/20,2019-2020,Greenville Independent School District,4821720,Securly,"Annual 3YR Agreement, Annual Payment 2: Securly Anywhere Filter Securly://24 DO NOT MAIL OR FAX. RETURN TO ORIGINATOR","$16,008.30 ",,
10/23/20,2020-2021,Groesbeck Independent School District,4821810,Social Sentinel,SOCIAL SENTINEL,"$3,383.65 ",,
7/15/20,2020-2021,Hallsville Independent School District,4822170,Go Guardian,2020-21 Go Guardian Suite 1 Yr Subscription (3500-7499),"$33,400 ",,
5/14/20,2019-2020,Hamshire-Fannett ISD,4822320,Social Sentinel,Social Sentinel 19-20,"$3,577.90 ",,
10/19/20,2020-2021,Hamshire-Fannett ISD,4822320,Social Sentinel,Social Sentinel 20-21,"$3,607.50 ",,
9/15/20,2020-2021,Harleton Independent School District,4822500,Securly,Securly Renewal for Remote,$160.82 ,,
9/15/20,2020-2021,Harleton Independent School District,4822500,Securly,Securly Renewal for Remote,$264.12 ,,
9/15/20,2020-2021,Harleton Independent School District,4822500,Securly,Securly Renewal for Remote,$345.06 ,,
7/15/20,2020-2021,Harmony Public Schools,4800210,Go Guardian,Data Processing-Go Guardian-Undistributed,"$23,200 ",,
9/10/15,2015-2016,Hawkins Independent School District,4822770,Gaggle,Archiving Google Drive - Students,"$1,250 ",,
9/10/15,2015-2016,Hawkins Independent School District,4822770,Gaggle,Archiving Google Drive - Staff,$775 ,,
9/10/15,2015-2016,Hawkins Independent School District,4822770,Gaggle,Gaggle Safety Management for Google Email-Students,"$1,750 ",,
9/10/15,2015-2016,Hawkins Independent School District,4822770,Gaggle,Archiving Warehouse Account (dormant license),$480 ,,
9/10/15,2015-2016,Hawkins Independent School District,4822770,Gaggle,Archiving Email-Google,"$1,395 ",,
9/12/16,2016-2017,Hawkins Independent School District,4822770,Gaggle,Archiving Email-Google,$969 ,,
9/12/16,2016-2017,Hawkins Independent School District,4822770,Gaggle,Archiving Google Drive - Staff,"$1,744 ",,
9/12/16,2016-2017,Hawkins Independent School District,4822770,Gaggle,Archiving Warehouse Account (dormant license),$600 ,,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Archiving Google Drive STUDENTS,"$1,500 ",,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Archiving Google Drive - STAFF,$775 ,,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Archiving Warehouse Account (dormant license),$480 ,,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Gaggle Safety Management for Google - STUDENTS (Drive & E-mail) 9-1-17 -,"$3,000 ",,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Archiving e-mail - Google STAFF,"$1,395 ",,
9/13/17,2017-2018,Hawkins Independent School District,4822770,Gaggle,Archiving E-mail - Goggle STUDENTS,"$1,500 ",,
9/19/18,2018-2019,Hawkins Independent School District,4822770,Gaggle,Gaggle - Services for Safety e-mail Management 9-1-18 - 8-31-19,"$8,710 ",,
9/12/19,2019-2020,Hawkins Independent School District,4822770,Gaggle,Gaggle Google Drive- Staff and Student Archiving/Email,"$8,390 ",,
9/23/20,2020-2021,Hawkins Independent School District,4822770,Gaggle,"Annual student email, Google drive and Hangouts monitoring","$9,900 ",,
4/12/19,2018-2019,Henderson ISD,4822970,Go Guardian,Go Guardian for Admins - subscription license (1 year) CDW#4159120 See KFreeman-HDotson-KFerguson-HMS Please return all copies of PO to KFerguson-HMS,"$5,023.20 ",,
5/5/20,2019-2020,Henderson ISD,4822970,Go Guardian,Go Guardian Renewal Subscription License 1 year CDW No. 4159120 See attached Quote LGKG 200 SDickerson-KFerguson-HMS Please return all copies of PO to KFerguson-HMS,"$4,813.90 ",,
6/18/20,2020-2021,Henderson ISD,4822970,Go Guardian,HMS Campus Supplies - Go Guardian Renewal Subscription License 1 year,"$4,813.90 ",,
3/24/21,2020-2021,Henderson ISD,4822970,Go Guardian,CDW # 4159120 Go Guardian for Adminis - Subscription License (1 Year) See attached Quote Customer #1966745 Quote LZLS484 Ref Middle School Go Guardian Admins 1Y KFreeman-SDickerson-KFerguson-HMS Please return all copies of PO to KFerguson-HMS,"$4,330.90 ",,
9/16/15,2015-2016,Hillsboro ISD,4823280,Gaggle,"ARCHIVING EMAIL, ETC.","$3,430 ",,
10/6/16,2016-2017,Hillsboro ISD,4823280,Gaggle,ARCHIVING EMAIL,"$4,130 ",,(Declined to comment)
10/3/17,2017-2018,Hillsboro ISD,4823280,Gaggle,ARCHIVING EMAIL,"$4,270 ",,
10/2/18,2018-2019,Hillsboro ISD,4823280,Gaggle,"EMAIL ARCHIVING, ETC.","$4,890 ",,
10/4/19,2019-2020,Hillsboro ISD,4823280,Gaggle,ARCHIVING STAFF EMAIL,"$5,800 ",,
4/20/20,2019-2020,Hillsboro ISD,4823280,Securly,SECURLY ANYWHERE FIL,"$4,710 ",,
10/12/20,2020-2021,Hillsboro ISD,4823280,Gaggle,ARCHIVING STAFF EMAIL,"$5,830 ",,
12/6/19,2019-2020,Hughes Springs ISD,4823850,Securly,School MDM 140 Licenses,"$1,190 ",,
1/6/20,2019-2020,Hughes Springs ISD,4823850,Securly,SECURLY ANYWHERE FILTERING CLOUD BASED WEB FILTERING & BULLYING DETECTION -,"$4,554 ",,
9/27/19,2019-2020,Hurst-Euless-Bedford ISD,4824060,Go Guardian,"GO GUARDIAN TEACHER BUNDLE, 1 YEAR.","$32,754 ","Mentions Go Guardian on tech department website, under resources tab. Links to a page with a powerpoint about the tech. ",
6/20/16,2016-2017,Hutto Independent School District,4824100,Gaggle,Email Archives,"$7,350 ",,
8/31/18,2018-2019,Hutto Independent School District,4824100,Gaggle,Gaggle Safety Management for Google - Student (Drive + Email),"$28,435 ",,
8/31/18,2018-2019,Hutto Independent School District,4824100,Gaggle,"Archiving Warehouse Account (dormant license) 725.00 $4.00 $2,900.00","$2,900 ",,
8/31/18,2018-2019,Hutto Independent School District,4824100,Gaggle,Archiving Email - Google (Staff),"$9,560 ",,
4/17/15,2014-2015,Ingleside Independent School District,4824180,Gaggle,"Annual renewal for GAGGLE - $12,060","$12,060 ",,
4/17/15,2014-2015,Ingleside Independent School District,4824180,Gaggle,Annual renewal for GAGGLE - $1,"$12,060 ",,
4/27/15,2014-2015,Ingleside Independent School District,4824180,Go Guardian,"GS License Go Guardian Chromebook Monitoring management, and anti-theft",$617.50 ,,
2/9/16,2015-2016,Ingleside Independent School District,4824180,Gaggle,"Gaggle---email, google docs, s","$12,060 ",,
2/9/16,2015-2016,Ingleside Independent School District,4824180,Gaggle,"Gaggle---email, google docs, s","$12,060 ",,
1/11/17,2016-2017,Ingleside Independent School District,4824180,Go Guardian,Go Guardian for Admins,"$2,580 ",,
1/11/17,2016-2017,Ingleside Independent School District,4824180,Go Guardian,Go Guardian for Admins,"$2,580 ",,
2/24/17,2016-2017,Ingleside Independent School District,4824180,Gaggle,Gaggle Safety Management for G,"$15,247 ",,
5/10/17,2016-2017,Ingleside Independent School District,4824180,Go Guardian,Go Guardian Administrators 1 y,$272.10 ,,
4/23/18,2017-2018,Ingleside Independent School District,4824180,Gaggle,Gaggel Safety Management for G,"$15,913 ",,
5/2/19,2018-2019,Ingleside Independent School District,4824180,Gaggle,Gaggle Safety Management for G,"$17,976 ",,
5/15/20,2019-2020,Ingleside Independent School District,4824180,Gaggle,Gaggle Safety Management for G,"$24,520 ",,
8/1/19,2019-2020,Irving ISD,4824420,Gaggle,ONE TIME SET UP FEE,"$5,500 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? Response #1 - There was no instigating incident that caused Irving ISD to purchase Gaggle. Irving ISD is and has always been very concerned with the health and safety of our students. This concern was the reason why Irving ISD started investigating applications that would allow us to proactively assist in preventing student self-harm, violence to others, and Drug & Alcohol abuse. We were looking for a solution that would be secure, accurate, low maintenance, and easy to use. The Gaggle solution met Irving ISD’s requirements and expectations.

What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Response #2 - Gaggle helps ensure the safety of our children by looking for signs of students who may be struggling with suicide ideation or self-harm, issues with child abuse, drugs and alcohol, pornography, harassment, bullying, or possible violence.  They monitor our district-provided Google online environments for both email and Google Drive, alerting us when a child is in crisis so we can help them get any intervention they may need.

Do you still use this technology? If not, why did you stop? If so, why is it still worth it? Response #3 - Yes, we still use this product because it has been very productive and beneficial. We have been able to notify many parents and guardians of issues (and potential issues) that resulted in them getting their children connected with community resources and counseling services.

Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? Response #4 - Yes, this application is used on all students. It is NOT used on employees or community members.

Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? Response #5 – Irving ISD has used/is using/will continue to use various technology tools to safeguard the health and safety of our students. This includes using tools to ensure that our district-sponsored technology resources and platforms are being used properly and in compliance with district policies and governmental laws and regulations.

Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? Response #6 – As stated above the district uses various technology tools to safeguard the health and safety of our students. The district updates and releases a Student Code of Conduct and an Acceptable Use Policy (AUP) each year. Each year parents / guardians acknowledges that they take the responsibility for adhering to the contents of these documents and that they have or will read the documents to their children. These agreements emphasize that: Email Access – Access to district-provided online service (including email) is a privilege and not a right. These documents also emphasizes that student “e-mail is not confidential and may be monitored to ensure appropriate use” . Parent Options – These documents reiterate that “Any parent wishing to restrict their children’s access to any district computer online services will provide this restriction request in writing.”

What policies did/do you have in place specifically governing the use of this technology by District officials? Response #7 – Irving ISD’s District policies (specifically, CQ (Local) and  CQ (Legal)) provide the provisions for the district to implement an Internet Safety Policy that addresses “The safety and security of minors when using electronic mail, chat rooms, and other forms of direct electronic communications;”.

Who all has/had access to reports/alerts generated by this technology? Response #8 – Access is limited to specific relevant staff  on a “Need-to-Know” basis.

Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? Response #9 – Yes, Gaggle has been able to identify instances of imminent violence and possible self-harm. Of course, this information is confidential and protected. 

Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? Response #10 – Yes, this tool has also been very helpful in identifying potential drug and alcohol use, bullying, sexual assault, and child pornography.

Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. Response #11 – No."" - Jill Peeples, Director of Marketing and Communications"
8/1/19,2019-2020,Irving ISD,4824420,Gaggle,PROFFESSIONAL DEVELOPMENT 2 CONSECUTIVE DAYS TRAINING - 25 PARTICIPANTS MAX PER SESSION,"$8,995 ",,
8/1/19,2019-2020,Irving ISD,4824420,Gaggle,GAGGLE SAFETY MANAGEMENT FOR GOOGLE - STUDENT (GRADES 2-12 GSM EMAIL AND DRIVE),"$85,500 ",,
8/4/20,2020-2021,Irving ISD,4824420,Gaggle,GAGGLE SAFETY MANAGEMENT FOR GOOGLE - STUDENT (Grades K & 1)SOFTWARE-STUDENT SAFETY,"$15,750 ",,
8/4/20,2020-2021,Irving ISD,4824420,Gaggle,Service Term: 2020-09-01 - 2021-08-31 GAGGLE SAFETY MANAGEMENT FOR GOOGLE - STUDENT (Grades 2-12 GSM Email & Drive)SOFTWARE-STUDENT SAFETY,"$49,871.50 ",,
